name,latitude,longitude
Point_98,-6.7772769024245205,107.71172361810011
Point_99,-6.801710920803546,107.749191607913
Point_100,-6.863934324275254,107.668112479955
Point_101,-6.880729861595903,107.5783966823582
Point_102,-6.853200996998065,107.59831743585235
Point_103,-6.943244732714178,107.61786511062755
Point_104,-6.783760671935392,107.6137052366889
Point_105,-6.9943738696088085,107.66584993568893
Point_106,-6.916909557445595,107.68939660267905
Point_107,-6.872574920350313,107.73659400184802
Point_108,-6.780784984940848,107.5697610164518
Point_109,-6.9332889626161505,107.64334447886084
Point_110,-6.763471583340898,107.63935961792092
Point_111,-6.831540500619023,107.66661730605972
Point_112,-6.76609237394576,107.64407748591505
Point_113,-6.870797866461042,107.64191411815244
Point_114,-6.796536166963776,107.58501363053095
Point_115,-6.825402156053431,107.65051274514596
Point_116,-6.954561426782851,107.69104035382134
Point_117,-6.757134165035474,107.7257247648505
Point_118,-6.8316988166927795,107.71668882454141
Point_119,-6.879324094527805,107.71764421792041
Point_120,-6.883490660746405,107.65269027027917
Point_121,-6.960335582387297,107.64676399869926
Point_122,-6.944735868442028,107.59671061839714
Point_123,-6.861204183512096,107.61747149609273
Point_124,-6.998242363427427,107.72006226135885
Point_125,-6.829756257823074,107.73567762909325
Point_126,-6.772416472501309,107.6614491306801
Point_127,-6.833115188123449,107.68355898376325
Point_128,-6.843288165760164,107.70207584808703
Point_129,-6.868356514738555,107.60506509457731
Point_130,-6.944936670945963,107.69512174563755
Point_131,-6.869395877312363,107.59550509014892
Point_132,-6.804127052502092,107.73801814467384
Point_133,-6.7638683035707015,107.59015467539503
Point_134,-6.806863860521559,107.7087371649996
Point_135,-6.880092243243258,107.61045857952693
Point_136,-6.777098981324212,107.56964041090758
Point_137,-6.961415112237401,107.66075966109156
Point_138,-6.978775053818703,107.7309853482022
Point_139,-6.9253799819299715,107.5920806836829
Point_140,-6.804343178262085,107.71328869392318
Point_141,-6.899273294524537,107.72933281646323
Point_142,-6.760818169195731,107.74834285886567
Point_143,-6.951886219865712,107.64223722807435
Point_144,-6.772258187429552,107.61698077830685
Point_145,-6.858231923757435,107.74115359672476
Point_146,-6.889329384216125,107.67983113887243
Point_147,-6.88133673614203,107.57648672025176
Point_148,-6.968702538315583,107.63833636615804
Point_149,-6.97276050280683,107.6449124188267
Point_150,-6.855328919842429,107.60014031727744
Point_151,-6.820226655312609,107.5550029063762
Point_152,-6.898440607501344,107.65875744810303
Point_153,-6.973480894886878,107.68371392055151
Point_154,-6.8429071409859175,107.73165125631436
Point_155,-6.853996667888991,107.65883677067767
Point_156,-6.882241563481808,107.70049253443705
Point_157,-6.977725845628726,107.60515783115704
Point_158,-6.764354246618417,107.71602244829329
Point_159,-6.797912516042112,107.5512799516217
Point_160,-6.788956489924984,107.58990855242993
Point_161,-6.759306121059882,107.66107233958529
Point_162,-6.8517914756431875,107.55032147546243
Point_163,-6.984909079549292,107.56234708961233
Point_164,-6.920054050828176,107.60300326607465
Point_165,-6.765572776806793,107.6950046253291
Point_166,-6.908803377177552,107.67686152416964
Point_167,-6.969752389917308,107.71287159657541
Point_168,-6.901938404226702,107.67969529590921
Point_169,-6.813687968910422,107.57666920283748
Point_170,-6.913796803818839,107.58158268310088
Point_171,-6.845731376427188,107.62561261138394
Point_172,-6.818221474832464,107.61776525516231
Point_173,-6.9631328627094184,107.57913880098145
Point_174,-6.994418517056654,107.71218469343151
Point_175,-6.812673238803622,107.63399948367693
Point_176,-6.853766681959936,107.7105383633152
Point_177,-6.802473161742274,107.64318343356445
Point_178,-6.931482119603368,107.6532989362979
Point_179,-6.898767447814363,107.63635226342346
Point_180,-6.967324513479407,107.63224789928127
Point_181,-6.9745547850915415,107.62255838539078
Point_182,-6.863675585000552,107.56226169329942
Point_183,-6.969013316770126,107.5929899649859
Point_184,-6.923992979557582,107.63107578059672
Point_185,-6.90916358209434,107.73038856399835
Point_186,-6.815920439786155,107.70213414139842
Point_187,-6.809239559812928,107.62934560255977
Point_188,-6.865303465353384,107.6757936426043
Point_189,-6.855218689367818,107.58333148105943
Point_190,-6.9443392124694245,107.72976144081218
Point_191,-6.762685195177599,107.61158468357034
Point_192,-6.914668709145631,107.5526435482526
Point_193,-6.9827792140290725,107.73881484478053
Point_194,-6.960039253118209,107.6022573283601
Point_195,-6.830522073977901,107.5991792928895
Point_196,-6.831603645933863,107.67597773171795
Point_197,-6.752923716477471,107.66096489772535
Point_198,-6.988334066788206,107.58601142055609
Point_199,-6.771216455363876,107.60979121182307
Point_200,-6.861461978998333,107.64354273288285
Point_201,-6.98560049369107,107.64630995494026
Point_202,-6.794096752738453,107.64178415283081
Point_203,-6.769476362800111,107.60336291993634
Point_204,-6.765598687405232,107.7468093532653
Point_205,-6.7992396173091105,107.5548599619509
Point_206,-6.8193833389980885,107.70080634288387
Point_207,-6.811677218299295,107.6622800436096
Point_208,-6.894195117026824,107.6613855188102
Point_209,-6.880950817073191,107.62885420655248
Point_210,-6.754956274883573,107.74147251911288
Point_211,-6.849582960337722,107.56690523497899
Point_212,-6.906195104827789,107.55892148738558
Point_213,-6.999281530689417,107.62526229392432
Point_214,-6.815989317712866,107.63325308993751
Point_215,-6.76213443211465,107.61995621651229
Point_216,-6.926150970155858,107.70354935452589
Point_217,-6.9658469879850085,107.57841814031292
Point_218,-6.8225588081462325,107.66917424027878
Point_219,-6.884235322288095,107.67182868631677
Point_220,-6.786823265025349,107.67488570228548
Point_221,-6.921114782744153,107.62923600915767
Point_222,-6.813998833747057,107.63756775777402
Point_223,-6.885373331985417,107.71620982935475
Point_224,-6.977984399934046,107.59522100350722
Point_225,-6.823401947760241,107.65365416704158
Point_226,-6.881963279280511,107.58577108840116
Point_227,-6.957112382637578,107.62293705484237
Point_228,-6.984635656646963,107.74812675022433
Point_229,-6.899523329844792,107.57463586104812
Point_230,-6.7523134058206615,107.62041768253742
Point_231,-6.921750600137971,107.6516965245072
Point_232,-6.772009348197277,107.55414659270498
Point_233,-6.862739765504843,107.58331813272555
Point_234,-6.809602290513943,107.62566792037524
Point_235,-6.929583291840881,107.63958973938465
Point_236,-6.794904242568695,107.55834948164458
Point_237,-6.758483800709014,107.60064702174579
Point_238,-6.751478747319345,107.71732271903099
Point_239,-6.786248393562997,107.73565286718177
Point_240,-6.954632292328211,107.6846080781372
Point_241,-6.885809900432362,107.65871063216964
Point_242,-6.756532837308639,107.69080558521479
Point_243,-6.845471967983989,107.61511837348834
Point_244,-6.827084262221981,107.62236666563582
Point_245,-6.78190262442201,107.60463792654228
Point_246,-6.862089051977613,107.55127748965414
Point_247,-6.89244893269316,107.69847449996071
Point_248,-6.994253795808602,107.72114095673446
Point_249,-6.833209396313484,107.70315511456161
Point_250,-6.925009550198401,107.6512260292882
Point_251,-6.915079209974102,107.60642521394455
Point_252,-6.880585543680364,107.58523579479814
Point_253,-6.969500466812842,107.66000214144769
Point_254,-6.8509125056302125,107.55678307672466
Point_255,-6.989988528366821,107.61120297033165
Point_256,-6.855660599680405,107.58031701775406
Point_257,-6.764032671782564,107.6158906561417
Point_258,-6.9970364722650915,107.68442147298138
Point_259,-6.851964553573225,107.74813122749377
Point_260,-6.856474644474425,107.60098799784045
Point_261,-6.8529111484484915,107.6363590522696
Point_262,-6.946706420612918,107.6115957283644
Point_263,-6.968172583179517,107.64851520695764
Point_264,-6.911251270856831,107.59582511899889
Point_265,-6.847516620995184,107.62110983056093
Point_266,-6.84096084790565,107.71917386661016
Point_267,-6.962191255157985,107.6644427671992
Point_268,-6.95142210094916,107.70194949045732
Point_269,-6.767988919753377,107.68016917701881
Point_270,-6.795711416939106,107.67055636458734
Point_271,-6.8525738114597985,107.57108124046712
Point_272,-6.750025518986836,107.60038488664709
Point_273,-6.840764097953571,107.62961561823117
Point_274,-6.984536327748116,107.70839705001198
Point_275,-6.834037290068809,107.61440219482128
Point_276,-6.766659733857963,107.72756864183201
Point_277,-6.9774775486891905,107.74469400075758
Point_278,-6.828785167183487,107.6585238947461
Point_279,-6.858036565178063,107.6261949103036
Point_280,-6.9967722828432555,107.63391977050892
Point_281,-6.799582001057648,107.67026636083794
Point_282,-6.889248881404902,107.69811908936644
Point_283,-6.878183843163757,107.74947251300775
Point_284,-6.987061094813655,107.60940890079442
Point_285,-6.9936788123712414,107.572226771482
Point_286,-6.767809730360921,107.63000900599269
Point_287,-6.791901112259487,107.6372205568159
Point_288,-6.9588144746673795,107.64601947742092
Point_289,-6.871018334012491,107.6704148841737
Point_290,-6.892933583825875,107.55663375433538
Point_291,-6.9530715386371,107.55827694503316
Point_292,-6.819794718080591,107.74559317875907
Point_293,-6.813233605090426,107.74325400694657
Point_294,-6.910578660055203,107.58900357536885
Point_295,-6.861505569391665,107.649897478604
Point_296,-6.827683842685357,107.58081981472928
Point_297,-6.941538162991664,107.66702887328046
Point_298,-6.7710139612633515,107.70120086986664
Point_299,-6.830533903021972,107.65431892663835
Point_300,-6.921117548009326,107.73272816177784
Point_301,-6.802513759691214,107.55510949684434
Point_302,-6.899002228254693,107.71401072252354
Point_303,-6.799169154612957,107.55377874201015
Point_304,-6.931202402060081,107.73944262825259
Point_305,-6.847368709017439,107.60947692997938
Point_306,-6.824767680779337,107.74325337812013
Point_307,-6.9945027680460745,107.63635069460715
Point_308,-6.999783912019971,107.64156125923193
Point_309,-6.843838766671651,107.56744795051759
Point_310,-6.9915804427822765,107.7247797076956
Point_311,-6.951494025856963,107.66728175558966
Point_312,-6.9344050918571485,107.72939934872198
Point_313,-6.83311459836235,107.68450098161173
Point_314,-6.778719468864746,107.68567624186225
Point_315,-6.873279312621957,107.62656706270812
Point_316,-6.910633585904712,107.73598391823822
Point_317,-6.824914196666838,107.73814165891127
Point_318,-6.822516467823522,107.55700523950826
Point_319,-6.805169313519213,107.61984867864389
Point_320,-6.95579488897479,107.62260206278623
Point_321,-6.977625215076283,107.55678612195989
Point_322,-6.904595536076063,107.6655007965642
Point_323,-6.918277395184303,107.64105305257105
Point_324,-6.864761868795428,107.58889758362231
Point_325,-6.951720422905897,107.62474992618955
Point_326,-6.81328932153156,107.63506246982527
Point_327,-6.926929175907078,107.58111980168536
Point_328,-6.848870115119437,107.62881347634783
Point_329,-6.826904885236626,107.60389239324024
Point_330,-6.806769306998855,107.63265025359114
Point_331,-6.877667810277405,107.70398364532105
Point_332,-6.933362838928739,107.72148348057719
Point_333,-6.870251018414493,107.70500114424625
Point_334,-6.8610222398835665,107.68822607163521
Point_335,-6.779083411733808,107.74800525879695
Point_336,-6.889689437540722,107.55767026004439
Point_337,-6.865745328252864,107.69024947524768
Point_338,-6.906545200751481,107.59936525228207
Point_339,-6.750799138047385,107.71353522780831
Point_340,-6.941952524091787,107.69704587688769
Point_341,-6.883712727253955,107.55566158223985
Point_342,-6.953006570775578,107.66918980899415
Point_343,-6.816746770303644,107.62316866382027
Point_344,-6.907325023538775,107.64848335299091
Point_345,-6.978554014224766,107.72853936470547
Point_346,-6.88939000235619,107.64986224137368
Point_347,-6.792072117951444,107.60151823889359
Point_348,-6.780775101052024,107.6440418032549
Point_349,-6.764995742917307,107.71027980551536
Point_350,-6.82756460210793,107.65477076391204
Point_351,-6.984246749171966,107.58919577159607
Point_352,-6.9275987243821495,107.63036910685953
Point_353,-6.921787271804215,107.57116933473196
Point_354,-6.954537039816287,107.69865510238049
Point_355,-6.887149758929848,107.71497823943609
Point_356,-6.951757467526041,107.70961568628552
Point_357,-6.87187890884132,107.600652798813
Point_358,-6.973473111831074,107.67058937210184
Point_359,-6.783473641513891,107.64129297397245
Point_360,-6.919856005172067,107.7100934587056
Point_361,-6.892072181586993,107.62096592036873
Point_362,-6.929139895396747,107.65220621241822
Point_363,-6.800434221603463,107.63525930909688
Point_364,-6.8088684733949405,107.73608547843
Point_365,-6.815064766759199,107.64316375476308
Point_366,-6.969789781956466,107.56859779656165
Point_367,-6.779177449091782,107.68646704058945
Point_368,-6.9107273280009505,107.63586800363758
Point_369,-6.848634478327517,107.58397686440553
Point_370,-6.8142233094961515,107.74114905059508
Point_371,-6.953487149444081,107.57807030210736
Point_372,-6.850823611863551,107.64376670547679
Point_373,-6.973482176267359,107.59140712213532
Point_374,-6.897368091976968,107.72565374295398
Point_375,-6.811904609809303,107.64815195417268
Point_376,-6.886551284602005,107.7095602545652
Point_377,-6.8192325020581706,107.69678923343156
Point_378,-6.760941994157349,107.58210924464747
Point_379,-6.830451242052632,107.61816744383255
Point_380,-6.862294503519416,107.74545576579654
Point_381,-6.963693611171741,107.66667277914325
Point_382,-6.986277247625297,107.56099403968487
Point_383,-6.85934375297598,107.64057552843217
Point_384,-6.976555706404671,107.70940763019964
Point_385,-6.934508269838535,107.60311569910425
Point_386,-6.8633384385958305,107.73932442241892
Point_387,-6.8793979267243275,107.57625565883619
Point_388,-6.828783705969612,107.73971222131549
Point_389,-6.8657839885433525,107.73472806335968
Point_390,-6.861644814626086,107.55512464908226
Point_391,-6.765943176295778,107.71425149965688
Point_392,-6.892790464199485,107.62258525526615
Point_393,-6.7780184596803466,107.5695171155687
Point_394,-6.825091587033799,107.6367175210421
Point_395,-6.948925707259172,107.72663846393083
Point_396,-6.772676073055408,107.73159873157715
Point_397,-6.953898948809195,107.56010109605748
Point_398,-6.860294860005261,107.6364899458642
Point_399,-6.985388892646975,107.58701609773863
Point_400,-6.975981680033086,107.62093079687851
Point_401,-6.950641313556753,107.6375096313331
Point_402,-6.780179088291445,107.66381558595306
Point_403,-6.9411750732462405,107.55911417739867
Point_404,-6.828363109946406,107.6243105254148
Point_405,-6.878867554309272,107.6061146636613
Point_406,-6.86074034278102,107.71394448793318
Point_407,-6.86633172126555,107.72506592330235
Point_408,-6.910649968988093,107.70131118155146
Point_409,-6.902164187440461,107.56939776912269
Point_410,-6.937489390836239,107.66518529040802
Point_411,-6.877293634871248,107.6458601689128
Point_412,-6.858062262076803,107.60773172093558
Point_413,-6.953387855302203,107.67624162443235
Point_414,-6.769372782121071,107.58649585850094
Point_415,-6.920291532032055,107.62708725142832
Point_416,-6.7984618223127375,107.59656272884973
Point_417,-6.897029067560565,107.57283377175656
Point_418,-6.770063111678771,107.58590457143266
Point_419,-6.815601801346053,107.56751345479206
Point_420,-6.767689772781154,107.70550835649352
Point_421,-6.909535621365695,107.61743105483848
Point_422,-6.896761979704054,107.58650457903319
Point_423,-6.825042143528616,107.69311388643501
Point_424,-6.800722665208246,107.65783550700357
Point_425,-6.900922229584034,107.6249833180401
Point_426,-6.993824974235625,107.68867781331932
Point_427,-6.818241250206932,107.65867467844585
Point_428,-6.839994239322868,107.68401583934802
Point_429,-6.982963012340996,107.5605310530243
Point_430,-6.948992442954241,107.69731566143898
Point_431,-6.776283275782586,107.6956225141054
Point_432,-6.905538347047827,107.71717460609443
Point_433,-6.932688873470283,107.60665245004965
Point_434,-6.873858177581678,107.565888864436
Point_435,-6.77320535768115,107.65852431960538
Point_436,-6.867520433015917,107.59778901746562
Point_437,-6.878585492808734,107.56243477733929
Point_438,-6.816299348094554,107.69289837786
Point_439,-6.856933854194605,107.73791965399708
Point_440,-6.756185877218185,107.57916703103116
Point_441,-6.971555932446025,107.68545733208617
Point_442,-6.8081711640487255,107.59446523376326
Point_443,-6.94093776136219,107.57738596471273
Point_444,-6.919761712818237,107.65633942559928
Point_445,-6.785611340172966,107.71844827218474
Point_446,-6.9872088988173635,107.6253362510194
Point_447,-6.881067464024983,107.63304155249374
Point_448,-6.831908646276096,107.56396202931249
Point_449,-6.832542578591444,107.65734003179902
Point_450,-6.7518615885164825,107.65950975643283
Point_451,-6.871408274538648,107.5868954025289
Point_452,-6.940741858992065,107.63904402287216
Point_453,-6.834427024493084,107.60526368362643
Point_454,-6.849488780096808,107.73617936341782
Point_455,-6.863743876601111,107.7286923649662
Point_456,-6.915606688559316,107.73822261023471
Point_457,-6.794891229156617,107.67490495259501
Point_458,-6.923658175727545,107.62860514369777
Point_459,-6.8384091423176585,107.63384750357706
Point_460,-6.98872862646414,107.6639966418843
Point_461,-6.870921100412352,107.57630999510297
Point_462,-6.841128438204059,107.65644360896648
Point_463,-6.792069693019007,107.56620556952062
Point_464,-6.939868276580934,107.70224937503073
Point_465,-6.903278629215706,107.6557690475522
Point_466,-6.7721982522012345,107.7340123599915
Point_467,-6.921534256052519,107.55453383113579
Point_468,-6.802613800411375,107.65533926413532
Point_469,-6.855669650747977,107.64227299510286
Point_470,-6.864546194414425,107.65603055197863
Point_471,-6.930414770391419,107.74532905383212
Point_472,-6.993852768947521,107.68506871440616
Point_473,-6.823390419269218,107.61309544615713
Point_474,-6.850884814382488,107.72286432913887
Point_475,-6.982971656282967,107.6927147722648
Point_476,-6.784641074225559,107.72174025591822
Point_477,-6.897336311441101,107.64482780074563
Point_478,-6.929438652911657,107.70277724999649
Point_479,-6.97367322867243,107.73147534354285
Point_480,-6.846240147076411,107.69449742609329
Point_481,-6.901735313285099,107.67584684234812
Point_482,-6.940031352229812,107.72963850865055
Point_483,-6.80128879337198,107.7226731027662
Point_484,-6.9653526221978,107.58907781465336
Point_485,-6.886955525962989,107.64943044018925
Point_486,-6.823007670502006,107.66386162276628
Point_487,-6.805539783027069,107.70094105374778
Point_488,-6.787251081282185,107.63984700977043
Point_489,-6.925803898345175,107.71488790045645
Point_490,-6.898090112967507,107.66895966193461
Point_491,-6.954645898501366,107.58286337800364
Point_492,-6.7608356541772805,107.70211813749033
Point_493,-6.841359666520021,107.60044087550767
Point_494,-6.87481030042364,107.60525664070853
Point_495,-6.889154139162326,107.71602965719644
Point_496,-6.8572621996959136,107.59685868980847
Point_497,-6.750510219337545,107.68122516874594
Point_498,-6.923783606148305,107.6871521395367
Point_499,-6.866689995539459,107.73465103419852
Point_500,-6.922148717351115,107.59754711157234
Point_501,-6.82261866688975,107.58394290262437
Point_502,-6.772948050507193,107.74054083286035
Point_503,-6.988389574551282,107.58513827531395
Point_504,-6.8881216055565595,107.67887316995238
Point_505,-6.769285335169255,107.65810786713031
Point_506,-6.836964395942012,107.5528014613236
Point_507,-6.961411952698069,107.63222712880705
Point_508,-6.84713404305062,107.73075506529196
Point_509,-6.842157828356872,107.65612800477521
Point_510,-6.981419259429275,107.57012557260576
Point_511,-6.949183300116956,107.6486306275292
Point_512,-6.961034354101976,107.60273851101476
Point_513,-6.931879216712013,107.62016208942738
Point_514,-6.9143762963411115,107.7341552015774
Point_515,-6.914311949563218,107.73595300791315
Point_516,-6.813034088973142,107.55074445621993
Point_517,-6.81778141476407,107.70554549258165
Point_518,-6.922746269114935,107.72306665333548
Point_519,-6.890186396474688,107.72086551052027
Point_520,-6.97205208572388,107.74876072660912
Point_521,-6.908963230188625,107.56860981279372
Point_522,-6.789014654210043,107.55508324058476
Point_523,-6.960227993954264,107.58821984926811
Point_524,-6.922007882277801,107.6479756074434
Point_525,-6.872041767266339,107.734805291765
Point_526,-6.847755197414825,107.5957898790973
Point_527,-6.906505706735152,107.61656583517998
Point_528,-6.930104416321141,107.6758861415993
Point_529,-6.867548705769427,107.59437253695056
Point_530,-6.871153215222846,107.61090087129519
Point_531,-6.945695594689817,107.59299358912172
Point_532,-6.97417423684326,107.6796736644699
Point_533,-6.880423582143652,107.67641749762673
Point_534,-6.771529786810992,107.69782431092726
Point_535,-6.799828181551484,107.63012937566907
Point_536,-6.914447003924936,107.72954906145627
Point_537,-6.943299928941321,107.61779720045962
Point_538,-6.815373657003208,107.55483437328604
Point_539,-6.966512750825547,107.71854068014252
Point_540,-6.949829083186858,107.63726390384649
Point_541,-6.766488934884831,107.73231809940876
Point_542,-6.967994699363277,107.62355973224072
Point_543,-6.910593107834245,107.60474258324598
Point_544,-6.821291766326665,107.55847427847962
Point_545,-6.9942373620058556,107.73695689517452
Point_546,-6.967181993372175,107.55032842313558
Point_547,-6.791593209593186,107.72053667000486
Point_548,-6.969395528477438,107.59440034818311
Point_549,-6.9881292076234685,107.66344646272171
Point_550,-6.882566161403181,107.73059528430213
Point_551,-6.750999821736266,107.7475153676939
Point_552,-6.887504284106422,107.74826113666103
Point_553,-6.761147978895877,107.6901073903406
Point_554,-6.765027784776739,107.74130977980597
Point_555,-6.889798477105253,107.68514348484484
Point_556,-6.968140004268052,107.60175343344088
Point_557,-6.825703760021022,107.6439745836577
Point_558,-6.87316266504114,107.58477215386297
Point_559,-6.9092597416897945,107.72838367815986
Point_560,-6.833010018920353,107.62504011325471
Point_561,-6.81718611872572,107.6320273824112
Point_562,-6.861774511545707,107.68653782485914
Point_563,-6.785200784393247,107.56465776616145
Point_564,-6.857013000647989,107.65615985448348
Point_565,-6.96977571801887,107.63759802625547
Point_566,-6.762645060616589,107.66921736627283
Point_567,-6.9301668708312665,107.65982731698581
Point_568,-6.968202803300025,107.62215169980743
Point_569,-6.955688400681119,107.68668243429785
Point_570,-6.9209857540718085,107.65271048240457
Point_571,-6.835758409340878,107.71570383120488
Point_572,-6.9188588261283455,107.55331412392945
Point_573,-6.967783402812015,107.74523382611419
Point_574,-6.894831224336592,107.66285866997443
Point_575,-6.912244322958422,107.68422360373428
Point_576,-6.933892148572009,107.70456626390019
Point_577,-6.886863368005454,107.57319685322712
Point_578,-6.9904947366315335,107.74888976605044
Point_579,-6.9755304583180955,107.56178073742737
Point_580,-6.812972604125544,107.5715825725123
Point_581,-6.791913528859993,107.56275065133387
Point_582,-6.8558390162288925,107.6634400163676
Point_583,-6.883112965288947,107.7192175334385
Point_584,-6.918832547042204,107.73929187146209
Point_585,-6.76944954637504,107.6394328361669
Point_586,-6.92211125998781,107.71386476849368
Point_587,-6.927394494564725,107.6409806075807
Point_588,-6.934298771122071,107.67014797545761
Point_589,-6.91272149482699,107.68228553394175
Point_590,-6.87271267035524,107.60828011664299
Point_591,-6.854824013108755,107.67780501353846
Point_592,-6.875351475508379,107.59635799320378
Point_593,-6.961619296677872,107.60218999153435
Point_594,-6.884894375353098,107.66462024439734
Point_595,-6.960453607364868,107.58880176338329
Point_596,-6.95700131100035,107.67089102846124
Point_597,-6.882360068754767,107.71813990370839
Point_598,-6.862965378744742,107.55574938505183
Point_599,-6.9286779627163435,107.61625174047511
Point_600,-6.963096252929283,107.59789691608373
Point_601,-6.932825615876526,107.62792519833584
Point_602,-6.9735197855533695,107.57967445586065
Point_603,-6.812814752508708,107.68748063119646
Point_604,-6.912855465711889,107.56228027261142
Point_605,-6.997551353632276,107.6902982214954
Point_606,-6.841191745294543,107.59724416553605
Point_607,-6.786619757765919,107.74045810090311
Point_608,-6.821442204669163,107.66198501177249
Point_609,-6.857666386518462,107.67136666341145
Point_610,-6.7918100336536735,107.69380460797278
Point_611,-6.861904160993172,107.55020413917637
Point_612,-6.864184564452439,107.74354331867673
Point_613,-6.892196070439582,107.6921803896404
Point_614,-6.950981714654431,107.62867959837268
Point_615,-6.816482650761335,107.61924373273956
Point_616,-6.916669081537,107.57308861406673
Point_617,-6.971316285089567,107.6512514164551
Point_618,-6.965001005482988,107.60426004304621
Point_619,-6.778051711624212,107.61839214655036
Point_620,-6.927559352228102,107.73371227036466
Point_621,-6.892726644341242,107.70178958138848
Point_622,-6.933240682512472,107.71301717054962
Point_623,-6.984767134264154,107.59884656733293
Point_624,-6.775540455946723,107.659023985386
Point_625,-6.932270134835094,107.7162952167047
Point_626,-6.779946956822169,107.71218088833452
Point_627,-6.917202593027044,107.57291489941221
Point_628,-6.9956564360031726,107.61125524504457
Point_629,-6.804105490814046,107.70250891700044
Point_630,-6.832894887992607,107.58798014008099
Point_631,-6.989379133983361,107.57211584301692
Point_632,-6.8166604390175936,107.56338501975016
